Date,SystemType,Species,Location,WaterTemperature,Salinity,PHLevel,DissolvedOxygen,NitrogenLevel,PhosphorusLevel,StockingDensity,FeedConversionRatio,YieldKgPerM3,MarketPrice,OperatingCosts,GrossRevenue,EconomicPotential,MarketDemandGrowth,SustainabilityScore
2022-06-23,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,European Eel,Thailand,18.15,34.26,6.75,5.18,2.63,0.17,126.93,1.68,-2.38,3.61,-5.94,-8.59,-2.65,2.0,80.95
2020-08-30,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Gilthead Sea Bream,Thailand,23.35,35.72,8.07,6.21,2.92,0.34,51.37,0.87,18.03,5.81,73.94,104.83,30.88,2.5,62.33
2018-10-30,Reservoir Aquaculture,Catfish (Channel),Indonesia,18.0,31.77,8.07,8.27,1.68,0.38,162.41,1.11,-109.67,4.22,-274.17,-462.37,-188.2,2.0,53.95
2020-12-14,Recirculating Aquaculture System (RAS) - Industrial Scale,Black Tiger Shrimp,China (Inland Provinces),22.68,34.77,6.73,3.67,3.06,0.22,186.54,1.72,193.8,7.28,872.1,1410.86,538.76,3.5,61.3
2021-11-09,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Carp (Silver),Greece,25.94,37.07,7.98,3.48,2.44,0.3,169.69,0.84,-2.27,4.12,-5.67,-9.34,-3.68,2.0,50.83
2021-09-16,Reservoir Aquaculture,Gilthead Sea Bream,Ecuador,23.58,39.31,7.95,6.67,2.52,0.43,115.83,1.56,-30.13,5.96,-123.54,-179.44,-55.9,2.5,71.72
2020-09-13,Inland Raceway System,Carp (Silver),Scotland,13.44,35.13,6.48,4.27,2.73,0.22,99.72,1.57,-42.52,3.63,-106.29,-154.36,-48.07,2.0,87.12
2018-08-13,Recirculating Aquaculture System (RAS) - Small Scale,White Leg Shrimp,Brazil,24.83,32.5,7.75,6.16,2.91,0.43,131.45,0.98,4.98,6.81,22.43,33.96,11.53,3.5,79.75
2019-10-11,Inland Raceway System,European Eel,Spain,15.58,35.29,7.36,6.53,1.68,0.42,177.06,2.05,35.97,3.7,89.93,133.1,43.18,2.0,70.3
2022-07-25,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,White Leg Shrimp,USA (Gulf Coast),19.88,35.22,7.5,7.28,2.11,0.34,65.06,1.55,74.21,8.02,333.96,594.92,260.96,3.5,90.91
2018-05-24,Coastal Extensive Pond,Tilapia (Blue),Brazil,18.21,36.41,6.94,4.96,2.69,0.33,141.92,1.12,-0.88,3.91,-1.85,-3.45,-1.6,4.0,81.03
2018-05-23,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,European Eel,Spain,20.76,35.55,7.12,6.12,2.69,0.35,130.11,1.21,52.63,3.75,131.58,197.18,65.59,2.0,58.51
2018-09-11,Inland Raceway System,White Leg Shrimp,USA (Gulf Coast),16.66,36.12,7.17,5.51,2.52,0.05,55.47,1.99,1.1,7.53,4.95,8.28,3.33,3.5,65.5
2020-10-17,Offshore Cage System,Barramundi,Australia (West Coast),14.71,37.66,7.49,8.24,2.91,0.32,147.09,1.62,-81.98,4.28,-204.96,-351.26,-146.3,2.0,80.11
2022-07-03,Offshore Cage System,Gilthead Sea Bream,Chile,28.27,34.07,7.07,6.07,3.54,0.18,85.57,1.41,-14.75,6.49,-60.48,-95.7,-35.22,2.5,52.08
2019-03-19,Recirculating Aquaculture System (RAS) - Industrial Scale,European Sea Bass,Turkey,30.35,34.5,7.52,4.56,2.25,0.28,195.73,1.49,12.62,7.4,51.74,93.43,41.69,2.5,75.31
2020-02-09,Reservoir Aquaculture,Chinook Salmon,Australia (West Coast),16.51,34.2,7.04,4.45,2.67,0.31,77.9,1.29,2.62,6.46,8.37,16.9,8.53,3.0,99.58
2018-12-30,Recirculating Aquaculture System (RAS) - Industrial Scale,Barramundi,Norway,18.39,31.07,8.03,5.79,1.69,0.31,89.41,1.27,-112.55,4.29,-281.37,-482.5,-201.13,2.0,98.89
2019-06-29,Coastal Extensive Pond,European Eel,Chile,18.98,37.96,7.38,8.49,4.0,0.44,152.65,1.36,-2.17,4.38,-5.42,-9.49,-4.08,2.0,83.8
2020-04-24,Recirculating Aquaculture System (RAS) - Small Scale,European Eel,Portugal,16.66,35.36,7.56,4.69,1.59,0.37,106.13,1.08,35.67,3.92,89.19,139.89,50.71,2.0,83.86
2019-03-30,Deep Sea Cage System,Chinook Salmon,Chile,21.62,41.29,7.15,8.46,2.11,0.32,56.94,1.79,-71.34,6.51,-228.3,-464.66,-236.36,3.0,58.36
2021-12-14,Offshore Cage System,Black Tiger Shrimp,Portugal,16.73,31.21,7.23,5.24,2.14,0.45,156.5,1.27,-152.62,6.94,-686.81,-1059.54,-372.73,3.5,75.52
2020-07-16,Coastal Intensive Pond,Atlantic Salmon,Thailand,32.14,38.35,8.14,8.02,2.45,0.15,100.36,1.68,-215.43,5.66,-689.37,-1219.81,-530.43,3.0,50.97
2022-09-26,Recirculating Aquaculture System (RAS) - Industrial Scale,Black Tiger Shrimp,Australia (West Coast),16.87,38.11,7.16,5.09,3.78,0.39,139.95,1.63,-105.78,6.7,-476.0,-709.21,-233.21,3.5,66.35
2021-12-24,Recirculating Aquaculture System (RAS) - Small Scale,Barramundi,Canada (British Columbia),21.25,34.16,8.55,5.83,3.37,0.34,118.06,1.0,-1.28,4.05,-3.21,-5.19,-1.98,2.0,80.66
2020-06-27,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Black Tiger Shrimp,Australia (East Coast),27.25,39.98,6.72,4.52,2.27,0.26,73.82,1.4,-135.38,8.34,-609.23,-1129.37,-520.13,3.5,94.08
2020-02-22,Coastal Extensive Pond,Barramundi,Indonesia,23.64,40.15,6.97,5.84,2.92,0.13,142.53,1.42,-63.45,4.35,-158.62,-276.32,-117.7,2.0,77.86
2020-10-02,Offshore Cage System,Tilapia (Nile),Chile,19.67,40.23,7.45,5.9,2.4,0.36,127.0,1.73,-77.89,3.55,-163.56,-276.7,-113.14,4.0,60.65
2020-01-20,Deep Sea Cage System,Catfish (Channel),Scotland,16.61,33.32,7.32,5.66,1.67,0.3,110.55,1.54,-0.58,3.75,-1.44,-2.16,-0.72,2.0,71.27
2020-06-11,Offshore Cage System,Rainbow Trout,China (Inland Provinces),12.24,35.78,7.29,3.47,2.4,0.24,97.75,1.9,-39.62,4.44,-114.9,-175.86,-60.96,2.0,95.44
2018-01-28,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,Spain,25.66,31.65,8.13,6.27,3.54,0.23,59.13,1.12,-42.43,5.92,-135.79,-251.3,-115.52,3.0,70.24
2019-08-20,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Common),Ecuador,24.91,37.25,7.0,5.47,2.09,0.49,124.42,1.51,-12.31,4.34,-30.78,-53.38,-22.6,2.0,59.34
2019-01-10,Coastal Extensive Pond,Carp (Common),Canada (Atlantic),26.61,33.12,7.54,7.57,1.91,0.28,86.94,1.09,9.41,3.6,23.54,33.91,10.37,2.0,61.1
2020-04-07,Reservoir Aquaculture,Catfish (Channel),Portugal,24.63,30.97,6.39,4.56,2.7,0.2,129.55,1.36,-78.92,4.48,-197.3,-353.81,-156.51,2.0,52.82
2020-06-08,Inland Raceway System,Barramundi,Scotland,30.67,36.69,7.37,6.61,3.09,0.4,136.28,1.24,-69.92,4.03,-174.8,-282.1,-107.3,2.0,98.5
2020-10-28,Reservoir Aquaculture,European Sea Bass,Canada (British Columbia),24.92,39.34,7.85,5.02,1.64,0.32,67.89,1.01,-26.38,5.82,-108.15,-153.49,-45.34,2.5,82.05
2019-04-09,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Barramundi,China (Southern Coast),31.56,35.81,6.64,7.16,1.7,0.36,193.85,0.88,-196.36,4.2,-490.89,-824.1,-333.22,2.0,74.75
2018-03-16,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Nile),Norway,19.35,34.45,7.0,8.18,2.66,0.26,160.97,1.63,29.13,3.67,61.17,107.03,45.85,4.0,71.17
2021-11-04,Coastal Extensive Pond,Carp (Silver),USA (Gulf Coast),12.87,38.27,7.2,5.49,2.36,0.31,148.66,1.39,-87.8,4.51,-219.5,-396.05,-176.55,2.0,97.93
2020-02-18,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Carp (Common),Indonesia,22.35,34.32,7.32,7.3,3.02,0.24,107.23,1.99,86.36,3.84,215.89,331.49,115.6,2.0,59.89
2018-10-25,Coastal Extensive Pond,Rainbow Trout,USA (Hawaii),20.17,31.74,7.42,6.31,3.36,0.41,119.22,1.12,10.99,4.46,31.88,48.98,17.1,2.0,57.95
2022-12-04,Coastal Intensive Pond,Tilapia (Nile),Vietnam,19.96,37.2,7.66,4.99,2.97,0.14,63.59,1.74,17.88,3.4,37.54,60.82,23.28,4.0,83.04
2022-08-05,Coastal Extensive Pond,Black Tiger Shrimp,Chile,23.09,31.83,7.73,3.61,2.73,0.09,79.09,1.05,15.64,8.35,70.38,130.62,60.25,3.5,73.68
2019-02-16,Coastal Extensive Pond,Carp (Common),Canada (Atlantic),32.3,30.72,7.24,4.17,1.56,0.19,106.51,1.85,-91.32,4.39,-228.3,-400.65,-172.34,2.0,92.09
2020-12-02,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Barramundi,USA (Gulf Coast),17.12,41.86,7.42,6.09,1.59,0.36,127.85,1.74,-142.37,3.74,-355.91,-532.69,-176.78,2.0,68.76
2019-11-09,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Carp (Silver),Thailand,17.73,37.81,7.92,5.9,2.03,0.24,174.54,1.29,-58.67,4.5,-146.67,-264.3,-117.63,2.0,75.26
2021-05-24,Reservoir Aquaculture,Rainbow Trout,China (Southern Coast),20.63,36.43,6.87,8.91,2.99,0.22,160.33,1.88,-21.76,5.01,-63.1,-109.04,-45.94,2.0,60.06
2018-04-05,Reservoir Aquaculture,Barramundi,Vietnam,16.05,40.32,7.68,10.59,2.91,0.29,68.8,1.45,-69.18,3.58,-172.95,-247.78,-74.83,2.0,87.99
2020-08-22,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,Chile,24.0,34.87,6.65,5.44,2.1,0.38,156.21,1.19,44.37,4.37,128.67,193.68,65.0,2.0,99.47
2020-04-25,Deep Sea Cage System,Catfish (Channel),Portugal,29.53,33.07,7.54,6.1,2.12,0.27,92.4,1.41,-23.47,4.11,-58.66,-96.34,-37.68,2.0,98.54
2019-06-20,Deep Sea Cage System,Giant River Prawn,Ecuador,23.11,35.29,7.32,5.21,3.13,0.22,199.39,1.93,331.73,4.17,829.33,1383.76,554.43,2.0,59.42
2021-10-31,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Chinook Salmon,Norway,24.26,36.67,7.88,6.64,2.02,0.45,75.5,2.0,13.49,5.73,43.17,77.32,34.15,3.0,66.78
2022-05-22,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Nile),Greece,20.79,31.48,7.58,4.75,2.72,0.23,132.06,0.92,18.48,3.44,38.81,63.54,24.73,4.0,91.28
2018-08-22,Deep Sea Cage System,Tilapia (Blue),Ecuador,15.48,37.58,7.64,3.17,2.76,0.26,129.51,1.43,-57.1,3.31,-119.92,-189.17,-69.25,4.0,67.26
2022-05-22,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Black Tiger Shrimp,Thailand,31.78,34.97,8.01,6.52,2.58,0.4,119.33,1.89,-87.87,6.36,-395.4,-558.42,-163.02,3.5,97.85
2022-12-30,Deep Sea Cage System,Carp (Silver),Australia (West Coast),29.58,33.51,7.68,5.06,2.08,0.41,160.56,1.74,-44.27,3.69,-110.68,-163.44,-52.77,2.0,52.15
2018-02-28,Reservoir Aquaculture,Carp (Common),Greece,25.48,30.37,7.98,5.39,2.24,0.36,148.86,1.76,-90.61,4.5,-226.53,-408.15,-181.62,2.0,87.04
2018-12-11,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,European Eel,China (Southern Coast),21.24,32.0,6.86,5.5,2.01,0.43,96.02,1.06,-9.49,3.69,-23.73,-35.02,-11.29,2.0,86.57
2021-01-08,Coastal Extensive Pond,White Leg Shrimp,Spain,30.35,36.15,7.36,6.37,2.72,0.38,93.48,1.34,-13.78,8.44,-62.02,-116.36,-54.34,3.5,92.51
2022-01-20,Deep Sea Cage System,Barramundi,Norway,16.14,32.44,7.69,8.58,3.14,0.49,86.39,1.99,-75.56,4.07,-188.91,-307.31,-118.4,2.0,57.02
2018-01-12,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,White Leg Shrimp,Spain,21.42,35.34,7.59,7.64,1.64,0.38,169.59,1.7,252.45,8.11,1136.03,2046.6,910.56,3.5,54.57
2018-08-14,Reservoir Aquaculture,White Leg Shrimp,Brazil,17.37,34.52,7.13,3.53,2.93,0.25,79.4,1.44,26.94,7.77,121.22,209.3,88.08,3.5,95.38
2021-05-09,Offshore Cage System,Gilthead Sea Bream,Greece,15.37,33.11,7.97,7.79,2.96,0.22,80.13,1.46,-50.66,5.77,-207.72,-292.43,-84.71,2.5,86.7
2020-10-30,Coastal Extensive Pond,Atlantic Salmon,Turkey,32.97,34.11,7.26,4.96,2.49,0.21,140.57,1.79,-71.9,5.25,-230.09,-377.17,-147.09,3.0,87.34
2018-08-30,Offshore Cage System,Gilthead Sea Bream,Canada (Atlantic),16.42,36.39,7.43,6.11,1.98,0.31,152.97,1.25,21.04,7.05,86.26,148.43,62.17,2.5,79.9
2022-08-29,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Spain,21.9,37.35,6.93,5.56,2.41,0.07,199.55,1.94,52.02,6.49,234.07,337.46,103.39,3.5,79.95
2020-06-06,Reservoir Aquaculture,Gilthead Sea Bream,Brazil,23.6,31.63,7.66,4.62,2.53,0.34,68.85,1.58,4.6,5.97,18.85,27.45,8.6,2.5,91.53
2021-12-01,Offshore Cage System,Catfish (Channel),Brazil,18.51,37.29,7.48,7.53,3.24,0.16,92.44,1.18,31.43,4.24,78.59,133.27,54.68,2.0,79.71
2018-11-17,Recirculating Aquaculture System (RAS) - Small Scale,Atlantic Salmon,Australia (West Coast),16.46,30.92,7.12,5.27,2.58,0.38,159.98,1.32,-127.73,4.91,-408.75,-627.43,-218.69,3.0,97.31
2019-12-29,Coastal Intensive Pond,Catfish (Channel),USA (Hawaii),21.81,32.14,7.28,6.28,2.44,0.26,142.6,1.41,37.26,4.05,93.15,150.91,57.76,2.0,83.92
2020-04-29,Recirculating Aquaculture System (RAS) - Industrial Scale,Catfish (Channel),Canada (British Columbia),23.88,33.55,8.35,5.14,2.3,0.14,121.46,1.65,-4.56,4.39,-11.4,-20.01,-8.61,2.0,96.62
2022-01-12,Offshore Cage System,Tilapia (Nile),Greece,16.91,36.45,7.81,6.62,2.21,0.22,154.67,1.42,-12.77,3.55,-26.83,-45.4,-18.57,4.0,92.99
2022-07-16,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Gilthead Sea Bream,Indonesia,22.91,40.92,7.66,6.76,3.33,0.28,182.48,1.27,-57.19,5.67,-234.48,-324.22,-89.74,2.5,58.33
2021-05-15,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,Chile,24.67,36.42,8.54,4.82,3.06,0.39,185.52,1.57,-59.23,4.34,-171.78,-256.83,-85.05,2.0,76.42
2020-08-02,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Chile,27.6,34.59,7.57,4.5,2.47,0.16,80.35,1.17,34.49,3.99,86.22,137.47,51.25,2.0,82.99
2020-04-11,Inland Raceway System,White Leg Shrimp,Norway,20.26,34.62,7.18,6.64,1.62,0.29,163.06,1.38,166.03,8.5,747.12,1411.82,664.69,3.5,55.42
2020-11-27,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Giant River Prawn,Australia (East Coast),11.29,38.52,8.02,6.69,1.8,0.35,98.2,1.19,-181.44,4.26,-453.61,-773.3,-319.69,2.0,67.07
2018-11-04,Reservoir Aquaculture,European Sea Bass,Brazil,23.39,34.38,7.76,5.98,2.02,0.42,169.97,1.45,92.36,7.34,378.69,678.32,299.63,2.5,68.73
2020-04-25,Deep Sea Cage System,Carp (Silver),Turkey,30.66,37.74,6.69,5.74,2.15,0.42,50.43,1.22,-76.51,4.11,-191.28,-314.16,-122.88,2.0,89.39
2022-01-29,Inland Raceway System,Giant River Prawn,Canada (Atlantic),21.86,30.46,7.59,5.92,2.56,0.16,110.21,1.0,1.91,3.85,4.78,7.36,2.58,2.0,95.17
2020-10-10,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Nile),Portugal,26.98,35.57,7.55,6.21,2.11,0.18,84.38,1.75,45.17,3.65,94.86,164.79,69.93,4.0,69.78
2022-04-27,Coastal Extensive Pond,European Sea Bass,Canada (British Columbia),20.18,37.53,7.76,6.75,2.1,0.35,135.1,1.32,11.07,6.42,45.41,71.15,25.74,2.5,70.08
2019-05-28,Coastal Extensive Pond,Black Tiger Shrimp,China (Southern Coast),22.36,33.14,7.87,4.11,3.53,0.41,98.65,1.04,43.51,7.97,195.78,346.6,150.82,3.5,51.55
2019-08-31,Deep Sea Cage System,Atlantic Salmon,Indonesia,18.15,40.76,7.38,7.07,2.29,0.27,160.94,1.24,-244.5,5.46,-782.41,-1334.35,-551.94,3.0,87.07
2019-02-21,Inland Raceway System,Tilapia (Nile),Norway,23.98,35.52,8.81,6.05,2.25,0.23,144.94,1.19,-75.07,3.6,-157.64,-270.28,-112.63,4.0,84.96
2021-02-22,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Gilthead Sea Bream,Australia (East Coast),26.06,34.93,6.81,6.07,1.99,0.29,99.19,1.9,5.6,6.03,22.97,33.8,10.83,2.5,92.84
2021-02-07,Deep Sea Cage System,Chinook Salmon,Canada (British Columbia),15.98,33.75,7.51,6.93,1.6,0.36,100.53,1.51,31.62,5.09,101.2,160.98,59.78,3.0,52.33
2019-09-03,Recirculating Aquaculture System (RAS) - Small Scale,Catfish (Channel),Greece,22.59,32.39,6.97,5.92,2.49,0.09,61.7,1.29,1.48,3.83,3.7,5.67,1.97,2.0,67.99
2018-08-24,Deep Sea Cage System,Catfish (Channel),Brazil,26.28,37.83,6.77,5.73,2.72,0.4,102.32,1.74,-113.57,4.42,-283.93,-501.69,-217.77,2.0,88.54
2019-04-26,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,Greece,22.28,33.76,7.04,7.69,1.98,0.13,164.24,1.59,70.26,6.16,224.84,433.05,208.21,3.0,87.35
2021-04-21,Inland Raceway System,European Sea Bass,Ecuador,16.41,36.14,7.79,5.08,2.5,0.42,198.07,1.85,6.3,6.89,25.81,43.35,17.53,2.5,70.8
2019-03-19,Offshore Cage System,Carp (Silver),Brazil,26.06,33.37,6.77,5.82,2.45,0.21,128.22,1.62,-47.43,4.33,-118.58,-205.38,-86.8,2.0,88.77
2018-06-27,Deep Sea Cage System,Rainbow Trout,Australia (East Coast),19.02,31.87,7.43,6.02,3.15,0.22,120.85,1.77,6.32,5.37,18.34,33.94,15.6,2.0,77.61
2019-07-18,Deep Sea Cage System,White Leg Shrimp,Greece,18.84,35.46,6.53,4.48,2.23,0.05,97.22,1.18,10.98,6.17,49.42,67.74,18.32,3.5,98.66
2018-12-20,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Nile),Indonesia,24.53,31.13,7.49,5.99,2.63,0.16,102.37,0.66,-5.62,3.77,-11.81,-21.18,-9.37,4.0,74.55
2022-12-27,Offshore Cage System,Tilapia (Nile),USA (Hawaii),18.87,34.4,7.29,5.32,2.12,0.36,71.05,1.63,56.76,3.6,119.2,204.09,84.89,4.0,74.29
2018-11-22,Coastal Intensive Pond,European Sea Bass,Turkey,24.11,38.99,6.46,7.49,3.08,0.21,187.24,0.99,-178.89,6.3,-733.46,-1127.1,-393.63,2.5,54.41
2022-04-19,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,Norway,24.63,36.58,7.08,5.27,1.83,0.31,64.68,1.9,11.2,6.38,35.84,71.45,35.61,3.0,68.58
2022-07-14,Deep Sea Cage System,Carp (Common),China (Inland Provinces),20.21,39.53,7.54,4.41,2.55,0.28,196.62,1.43,-41.3,4.51,-103.26,-186.32,-83.06,2.0,61.57
2021-04-13,Deep Sea Cage System,European Eel,Greece,13.66,38.23,8.15,4.91,1.68,0.45,52.81,1.23,-73.87,3.7,-184.68,-273.28,-88.6,2.0,65.76
2019-11-23,Deep Sea Cage System,Carp (Common),Thailand,21.6,33.22,7.92,7.05,1.85,0.15,100.95,1.44,35.64,4.31,89.09,153.51,64.42,2.0,86.02
2021-07-25,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Common),USA (Gulf Coast),26.48,31.74,7.48,3.38,2.54,0.24,151.58,2.09,-16.32,4.36,-40.79,-71.09,-30.3,2.0,99.86
2020-02-18,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Blue),Spain,24.14,37.24,7.71,3.69,3.18,0.38,79.05,1.58,23.22,3.61,48.76,83.89,35.12,4.0,95.45
2020-03-08,Recirculating Aquaculture System (RAS) - Small Scale,Barramundi,Vietnam,13.56,35.98,8.26,7.29,2.84,0.37,166.55,1.63,-149.04,4.1,-372.6,-611.11,-238.51,2.0,75.15
2021-09-03,Offshore Cage System,Carp (Common),Australia (West Coast),21.47,28.28,6.96,7.68,2.7,0.27,54.1,1.86,-87.2,4.45,-217.99,-388.18,-170.19,2.0,79.99
2022-06-26,Coastal Intensive Pond,European Sea Bass,Ecuador,25.67,40.66,7.96,5.91,3.18,0.23,114.07,1.15,-99.16,6.6,-406.55,-654.66,-248.12,2.5,57.59
2020-05-01,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Blue),Portugal,25.2,40.51,7.33,7.71,2.63,0.37,50.12,1.52,-44.09,3.98,-92.58,-175.46,-82.88,4.0,83.1
2022-02-10,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,Portugal,24.62,32.73,6.94,3.82,1.62,0.26,56.87,1.56,1.36,5.8,4.36,7.89,3.54,3.0,69.37
2018-05-28,Reservoir Aquaculture,Gilthead Sea Bream,Turkey,18.5,36.56,6.99,3.57,2.27,0.36,118.44,1.3,9.6,5.31,39.36,50.96,11.6,2.5,98.51
2020-09-11,Offshore Cage System,Gilthead Sea Bream,Thailand,20.97,31.25,7.43,4.95,1.77,0.42,82.72,1.79,10.18,7.3,41.73,74.31,32.58,2.5,72.61
2021-01-29,Inland Raceway System,European Sea Bass,Portugal,28.57,30.59,7.98,6.18,2.41,0.18,79.93,1.55,-73.53,5.87,-301.47,-431.66,-130.19,2.5,92.58
2021-08-29,Coastal Extensive Pond,Tilapia (Nile),Norway,18.66,37.88,6.79,5.47,2.25,0.36,52.85,1.57,-25.45,3.79,-53.45,-96.44,-42.99,4.0,79.87
2018-11-21,Offshore Cage System,Carp (Silver),Scotland,23.14,34.9,7.37,3.38,1.87,0.14,51.58,1.42,45.78,4.6,114.44,210.49,96.05,2.0,56.93
2022-03-03,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Tilapia (Nile),China (Inland Provinces),20.0,40.18,7.55,6.23,2.12,0.29,89.9,0.84,-44.17,3.61,-92.75,-159.23,-66.49,4.0,58.03
2018-10-03,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Portugal,25.33,37.32,8.4,5.82,1.93,0.33,199.9,2.04,-182.26,7.73,-820.15,-1408.36,-588.21,3.5,51.17
2022-06-01,Reservoir Aquaculture,European Sea Bass,China (Southern Coast),29.94,35.81,6.18,5.0,1.87,0.16,193.37,1.08,-140.68,5.93,-576.77,-834.1,-257.33,2.5,65.24
2018-02-11,Coastal Extensive Pond,Gilthead Sea Bream,Australia (West Coast),24.03,37.98,7.7,7.46,2.41,0.38,176.37,1.62,1.6,6.74,6.57,10.81,4.24,2.5,86.83
2019-02-23,Coastal Intensive Pond,Tilapia (Nile),Scotland,10.86,39.97,7.73,5.85,2.27,0.49,54.05,1.45,-91.08,3.93,-191.27,-358.26,-166.99,4.0,74.82
2020-08-31,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Gilthead Sea Bream,China (Southern Coast),23.91,34.11,7.97,3.63,2.46,0.3,186.81,1.52,75.01,6.22,307.53,466.58,159.05,2.5,79.38
2019-07-02,Inland Raceway System,Rainbow Trout,Portugal,17.7,37.97,7.45,8.08,1.71,0.41,81.9,1.43,-7.22,5.36,-20.93,-38.65,-17.72,2.0,73.41
2018-06-16,Inland Raceway System,Tilapia (Nile),Brazil,15.88,39.49,7.0,5.47,2.22,0.3,83.75,1.43,-90.05,3.67,-189.11,-330.22,-141.1,4.0,59.74
2021-11-07,Reservoir Aquaculture,Atlantic Salmon,Greece,16.11,32.0,6.96,4.88,2.07,0.34,195.91,1.33,-132.22,5.44,-423.11,-719.03,-295.92,3.0,87.82
2021-04-30,Reservoir Aquaculture,European Eel,Australia (East Coast),21.09,33.38,7.44,5.96,2.47,0.36,198.18,1.1,70.28,4.59,175.71,322.46,146.75,2.0,91.62
2018-01-02,Inland Raceway System,Giant River Prawn,Scotland,31.05,38.84,7.58,1.97,2.6,0.44,57.07,1.68,-54.71,3.73,-136.78,-204.01,-67.22,2.0,97.49
2018-06-13,Coastal Intensive Pond,Rainbow Trout,Brazil,30.17,35.25,6.91,6.18,2.07,0.07,198.38,1.38,-87.95,4.51,-255.06,-396.44,-141.39,2.0,90.84
2020-03-17,Recirculating Aquaculture System (RAS) - Small Scale,European Sea Bass,Canada (Atlantic),22.36,31.64,6.85,5.41,2.63,0.08,65.13,1.65,-8.83,6.65,-36.21,-58.73,-22.52,2.5,83.16
2021-02-28,Inland Raceway System,Tilapia (Nile),Brazil,24.67,31.89,8.1,4.45,2.35,0.32,127.84,1.64,-38.35,3.5,-80.53,-134.2,-53.67,4.0,65.13
2018-01-31,Coastal Extensive Pond,Carp (Common),Portugal,17.56,33.95,7.5,8.44,2.98,0.31,157.14,1.28,37.26,3.6,93.15,133.99,40.84,2.0,59.68
2018-11-03,Deep Sea Cage System,Black Tiger Shrimp,China (Southern Coast),17.34,29.35,7.11,6.61,2.19,0.4,106.27,1.57,-192.53,7.02,-866.38,-1351.85,-485.47,3.5,67.17
2020-06-01,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Gilthead Sea Bream,Greece,19.31,37.92,6.83,7.55,3.2,0.36,191.76,1.86,-111.77,7.24,-458.26,-808.73,-350.47,2.5,98.06
2021-04-24,Reservoir Aquaculture,Giant River Prawn,Indonesia,24.44,32.22,7.93,6.55,1.97,0.14,57.07,1.56,-9.33,3.83,-23.34,-35.77,-12.43,2.0,66.63
2019-07-06,Coastal Intensive Pond,Barramundi,USA (Gulf Coast),24.74,36.38,7.73,6.23,1.89,0.19,70.09,1.87,28.19,4.57,70.47,128.81,58.34,2.0,70.65
2019-02-24,Inland Raceway System,Atlantic Salmon,Scotland,19.36,35.62,8.02,8.62,1.6,0.39,162.58,1.62,15.12,5.96,48.39,90.15,41.77,3.0,57.82
2022-04-22,Inland Raceway System,European Eel,Australia (West Coast),19.55,36.36,8.13,7.21,1.55,0.3,121.48,1.9,-8.75,3.94,-21.87,-34.45,-12.58,2.0,75.99
2019-09-10,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,European Sea Bass,Greece,23.72,33.13,7.58,6.34,2.37,0.3,118.43,1.01,51.09,6.91,209.45,352.94,143.48,2.5,62.07
2021-09-25,Recirculating Aquaculture System (RAS) - Small Scale,Catfish (Channel),Chile,22.41,34.76,7.56,5.85,2.57,0.24,113.25,1.26,104.98,4.2,262.45,441.27,178.82,2.0,73.41
